magazine,page,entreprise,ticker,categorie,signal,preuve
Euro 10/2026,81,DEUTSCHE TELEKOM,DTE.DE,Valorisation,"Multiple bas (PER/KGV, EV/EBIT, KCV, KUV)","KGV 2027 (erwartet) 12,4 | Kurs-Buchwert-Verhältnis 1,4 | Eigenkapitalrendite 15,5 %"
Euro 10/2026,81,DEUTSCHE TELEKOM,DTE.DE,Qualité,"Bilan solide, trésorerie, cash-flow",keine nennenswerten Anteile gewinnen. ... rund 130 Milliarden Euro inklusive Leasing-Verbindlichkeiten gibt.
Euro 10/2026,81,DEUTSCHE TELEKOM,DTE.DE,Rendement actionnaire,Dividende élevé ou en hausse,"Denn die Dividende soll für 2026 erneut steigen. | Dividendenrendite 3,6 %"
Börse Online 33/2026,38,Deutz,DEZ.DE,Thème / macro,Défense / armement,"Deutz wagt eine Milliardenwette auf Rüstung, einen Markt, der weiter boomen wird."
Börse Online 33/2026,38,Deutz,DEZ.DE,Qualité,Marges / rentabilité élevées,Mit FFG an Bord könnten die Ziele eventuell früher erreicht werden. Management-Ziel: Die Ebitda-Marge soll von derzeit zwei Prozent auf vier bis fünf Prozent steigen.
Börse Online 27/2026,49,Diebold Nixdorf,DBD,Qualité,Marges / rentabilité élevées,dort sorgen vor allem höhermargige Recycling-Automaten und langfristige Serviceverträge für Stabilität.
Börse Online 27/2026,49,Diebold Nixdorf,DBD,Croissance,Croissance du CA / des bénéfices,Im ersten Quartal 2026 verzeichnete der Konzern einen kräftigen Anstieg bei Auftragseingang und freiem Mittelzufluss.
Börse Online 27/2026,49,Diebold Nixdorf,DBD,Catalyseur,Retournement / restructuration / réduction des coûts,gestützt auf einen günstigeren Produktmix und ein laufendes Effizienzprogramm.
Börse Online 27/2026,49,Diebold Nixdorf,DBD,Thème / macro,"IA, semi-conducteurs, data centers","Künstliche Intelligenz übernimmt zunehmend die Erkennung loser Ware. Eine Kamera über der Ablagefläche identifiziert Obst, Gemüse oder Backwaren ohne Barcode"
Börse Online 27/2026,75,Discount-Call sur Airbus,,Produit,"Structure de dérivé (discount, bonus-cap, capped call, turbo)",Der ausgewählte Discount-Call auf die Aktie von Airbus
Börse Online 27/2026,75,Discount-Call sur Airbus,,Analyse technique,Cassure de résistance / rebond sur support,"Gelingt der nachhaltige Ausbruch über diese beiden Widerstände, eröffnet sich weiteres Aufwärtspotential bis einem Euro ausbezahlt."
Börse Online 27/2026,55,Discount-Optionsschein sur Nordex,,Valorisation,Achat après forte baisse / surréaction,"Die Schwächephase bei Nordex und Siemens Energy, ausgelöst von der Korrektur im US-Techsektor am Dienstag, bietet Anlegern Einstiegsgelegenheiten"
Börse Online 27/2026,55,Discount-Optionsschein sur Nordex,,Analyse technique,Signal d'achat chartiste / saisonnalité,"Besonders vielversprechend: Der MACD- Indikator hat gerade ein frisches Kaufsignal generiert, indem die schwarze Signal­linie die rote Linie von unten nach oben durchstoßen hat"
Börse Online 27/2026,55,Discount-Optionsschein sur Siemens Energy,,Produit,"Structure de dérivé (discount, bonus-cap, capped call, turbo)",Der ausgewählte Discount-Optionsschein von Unicredit
Börse Online 27/2026,55,Discount-Optionsschein sur Siemens Energy,,Croissance,Carnet de commandes / contrats,"Neben einem Großauftrag für eine neue Zwei-Gigawatt-Konverterplattform in Deutschland punktete der Konzern mit der Auslieferung modernster Turbinentechnik für ein gigantisches 2,6-GW-Kraftwerksprojekt in Abu Dhabi."
Börse Online 27/2026,55,Discount-Optionsschein sur Siemens Energy,,Croissance,Prévisions relevées / résultats au-dessus des attentes,Gepaart mit dem strukturellen Boom bei Netztechnologien infolge des weltweiten KI-Rechenzentren-Ausbaus... schraubte der Vorstand die Prognose für das Nettoergebnis jüngst auf vier Milliarden Euro.
Börse Online 27/2026,55,Discount-Optionsschein sur Siemens Energy,,Thème / macro,"Énergie, transition, infrastructures, réseaux","Siemens Energy in € ... fundamentale Gewinner der Energiewende, Siemens Energy"
Börse Online 27/2026,55,Discount-Optionsschein sur Siemens Energy,,Analyse technique,"Tendance / moyennes mobiles (GD50, GD200)",Der MACD dreht im negativen Bereich bereits wieder nach oben und deutet eine Bodenbildung an...
Börse Online 33/2026,70,Dow Jones,,Analyse technique,Signal d'achat chartiste / saisonnalité,Damit ergibt sich ein neues Kaufsignal und eine Untermauerung der fulminanten Hausse.
Börse Online 33/2026,70,Dow Jones,,Analyse technique,"Tendance / moyennes mobiles (GD50, GD200)",Diese wird aktuell von der Unterstützungskombination aus 55-Tage-Durchschnitt und dreimonatiger Aufwärtstrendlinie getragen.
Capital 07/2026,96,Ecolab,ECL,Qualité,Revenus récurrents / défensifs,"wiederkehrender Umsätze, was die Marge verbessert."
Capital 07/2026,96,Ecolab,ECL,Catalyseur,Retournement / restructuration / réduction des coûts,Für Anleger ein verlässlicher Turnaround-Kandidat.
Börse Online 39/2026,47,Equinor,EQNR.OL,Valorisation,"Décote / sous-évaluation, valeur intrinsèque, somme des parties",weist Equinor in € rel. Die Aktie im Vergleich zur Peergroup eine deutliche Unterbewertung auf.
Börse Online 39/2026,47,Equinor,EQNR.OL,Qualité,"Bilan solide, trésorerie, cash-flow","Teekay Tankers hat die profitablen letzten Jahre genutzt, um einen radikalen Schuldenabbau durchzuführen."
Börse Online 39/2026,47,Equinor,EQNR.OL,Rendement actionnaire,Dividende élevé ou en hausse,denn Teekay nutzt den finanziellen Spielraum für Sonderdividenden und verlässliche Aktienrückkäufe.
Börse Online 27/2026,67,Essilor (später EssilorLuxottica),EL.PA,Croissance,Croissance du CA / des bénéfices,Alle vier liegen heute deutlich im Plus. Vorneweg L'Oréal mit rund 155 Prozent inklusive Dividenden — knapp zehn Prozent pro Jahr.
Börse Online 33/2026,23,Euronext,ENX.PA,Qualité,Revenus récurrents / défensifs,Erlösstabilität reduziert die Abhängigkeit vom Börsenzyklus. Eine ASV-Retention von mehr als 95 Prozent und eine Free-Cashflow-Marge
Börse Online 33/2026,23,Euronext,ENX.PA,Valorisation,"Multiple bas (PER/KGV, EV/EBIT, KCV, KUV)","KGV 2027e: 17,9 (FactSet) / KGV 2027e: 21,6 (Euronext)"
Euro 10/2026,44,Euwax Gold II,,Thème / macro,"Taux, inflation, cycle, géopolitique, devises",um damit die Risiken einer höheren Inflation auszugleichen
Börse Online 33/2026,23,FactSet Research Systems,FDS,Qualité,Marges / rentabilité élevées,"Free-Cashflow-Marge von 28,8 Prozent"
Euro 10/2026,35,Fastenal,FAST,Qualité,Marges / rentabilité élevées,Die Präsenz im Betrieb der Kunden senkt deren Lager- und Beschaffungskosten. Zudem betreibt der Konzern über 1.600 Filialen in 25 Ländern. Das Ergebnis ist eine operative Marge von konstant über 20 Prozent sowie kontinuierliches Umsatzwachstum über Jahre hinweg.
Euro 10/2026,35,Fastenal,FAST,Qualité,"Position dominante, marque, avantage concurrentiel","Fastenal ist groß in einer Nische, die kaum jemand auf dem Radar hat: Verbindungs mittel wie Schrauben, Bolzen und andere Standardteile. Der US-Konzern aus Winona, Minnesota, hat sich im Lauf der Jahrzehnte tief in die Organisation seiner Kunden eingearbeitet"
Euro 10/2026,35,Fastenal,FAST,Qualité,Revenus récurrents / défensifs,Fastenal bietet zudem maßgeschneiderte Logistiklösungen und ist damit für viele Industriekunden schlicht unersetzlich. Die Präsenz im Betrieb der Kunden senkt deren Lager- und Beschaffungskosten.
Euro 10/2026,35,Fastenal,FAST,Croissance,Croissance du CA / des bénéfices,Das Wachstum lag im Zehn-Jahres-Schnitt bei über zwölf Prozent pro Jahr... kontinuierliches Umsatzwachstum über Jahre hinweg. Der Konzern schüttet rund 80 Prozent des Gewinns an Aktionäre aus.
Euro 10/2026,35,Fastenal,FAST,Rendement actionnaire,Dividende élevé ou en hausse,Der US-Gesundheitskonzern Johnson & Johnson ist ein Musteran Verlässlichkeit: Der US-Gesundheitskonzern steigerte seine Dividende 64 Jahre in Folge und gehört damit zur exklusiven Riege der Dividendenkönige.
Euro 10/2026,35,Fastenal,FAST,Croissance,Prévisions relevées / résultats au-dessus des attentes,Die Jahresprognose wurde erneut angehoben. Chef Joaquin Duato peilt für 2026 erstmals in der 140-jährigen Geschichte einen Jahresumsatz über 100 Milliarden Dollar an.
Börse Online 27/2026,110,FMC Discount Call,,Produit,"Structure de dérivé (discount, bonus-cap, capped call, turbo)",FMC-Discount-Call
Börse Online 27/2026,110,FMC Discount Call,,Analyse technique,Cassure de résistance / rebond sur support,folgte der Ausbruch über die Nackenlinie. Wenige Tage später folgte der Sprung aus dem seit Mitte Mai vergangenen Jahres gebildeten mittelfristigen Abwärtstrend.
Börse Online 27/2026,110,Fresenius Medical Care,FME.DE,Analyse technique,"Tendance / moyennes mobiles (GD50, GD200)",deutet sich ein nachhaltiger Trendwechsel an
Börse Online 27/2026,110,Fresenius Medical Care,FME.DE,Analyse technique,"Indicateurs (RSI, MACD, momentum, force relative)","Der mittelfristige MACD-Indikator weist nach oben und deutet damit auf ein anhaltendes Aufwärtsmomentum hin. Der RSI-Indikator ist ebenfalls aufwärtsgerichtet, aber weiterhin in der neutralen Zone."
Börse Online 27/2026,110,Fresenius Medical Care,FME.DE,Analyse technique,Cassure de résistance / rebond sur support,"folgte bei 38,70 Euro der Ausbruch über die Nackenlinie"
Euro 07/2026,80,FRESENIUS MEDICAL CARE,FME.DE,Rendement actionnaire,Rachats d'actions,"Der Dialysekonzern er Rückkauf von Aktien gilt als Mittel, Um dem zu begegnen..."
Euro 07/2026,80,FRESENIUS MEDICAL CARE,FME.DE,Qualité,"Bilan solide, trésorerie, cash-flow",...sollte über eine stabile Bilanz und einen guten Cashflow verfügen.
Euro 07/2026,80,FRESENIUS MEDICAL CARE,FME.DE,Rendement actionnaire,Dividende élevé ou en hausse,"...hat FMC neben dem Aktienrückkauf auch noch die Dividende stetig erhöht, die Rendite beträgt beachtliche 3,9 Prozent."
Euro 10/2026,90,Friedrich Vorwerk Group,VH2.DE,Thème / macro,"Énergie, transition, infrastructures, réseaux",Friedrich Vorwerk Group ... LNG- und Wasserstoff-Infrastruktur
Euro 10/2026,35,Frontline,FRO,Qualité,"Bilan solide, trésorerie, cash-flow",Flotte von mehr als 70 Schiffen. Das Durchschnittsalter liegt unter acht Jahren.
Euro 10/2026,35,Frontline,FRO,Qualité,Marges / rentabilité élevées,Der Cash-Break-even liegt bei 24.300 Dollar. Der Quartalsgewinn lag mit 345 Millionen Dollar auf Rekordniveau.
Börse Online 27/2026,19,Fuchs,FPE3.DE,Rendement actionnaire,Dividende élevé ou en hausse,Das Unternehmen hat gerade für das Geschäftsjahr 2025 die Dividende zum 24. Mal in Folge erhöht.
Börse Online 27/2026,19,Fuchs,FPE3.DE,Qualité,Marges / rentabilité élevées,So hat sich bis heute die Profitabilität kontinuierlich Richtung zweistelliger Margen verbessert.
Börse Online 27/2026,19,Fuchs,FPE3.DE,Catalyseur,Retournement / restructuration / réduction des coûts,Die Marge soll gleichzeitig von zwölf Richtung 15 Prozent marschieren. Mehr Umsatz und höhere Rendite
Börse Online 27/2026,35,GEA Group,G1A.DE,Valorisation,"Multiple bas (PER/KGV, EV/EBIT, KCV, KUV)","Bei einem Kurs von 60 Euro handelt GEA auf Basis für 2027 mit einem EV/Ebitda-Multiple von 8,7."
Börse Online 27/2026,35,GEA Group,G1A.DE,Qualité,"Bilan solide, trésorerie, cash-flow",Die Nettoliquidität lag zum Ende des Jahres 2025 bei 379 Millionen Euro — und sie wächst. Analysten zufolge könnte sie bis 2027 auf über eine Milliarde Euro steigen
Börse Online 27/2026,35,GEA Group,G1A.DE,Qualité,"Position dominante, marque, avantage concurrentiel","Rund ein Drittel des Umsatzes kommt über die sogenannte Dairy-Wertschöpfungskette, von der Melktechnik über Verarbeitungsanlagen bis hin zu Trockentürmen für Milchpulver."
Börse Online 27/2026,35,GEA Group,G1A.DE,Croissance,Croissance du CA / des bénéfices,"Für das Gesamtjahr 2026 rechnet der Konzern mit einem Umsatz zwischen 5,77 und 5,88 Milliarden Euro"
Börse Online 27/2026,35,GEA Group,G1A.DE,Rendement actionnaire,Dividende élevé ou en hausse,"Hinzu kommt eine wachsende Dividende. 1,30 Euro je Aktie wurden zuletzt ausgeschüttet, für 2026 erwarten Analysten 1,50 Euro"
Börse Online 27/2026,35,GEA Group,G1A.DE,Catalyseur,Retournement / restructuration / réduction des coûts," Das Unternehmen wurde in den vergangenen Jahren erfolgreich restrukturiert, wächst wieder und steigert die Margen."
Börse Online 39/2026,9,Gerresheimer,GXI.DE,Catalyseur,Retournement / restructuration / réduction des coûts,sich der aktuelle Führungswechsel als Turnaround-Chance erweisen
Börse Online 39/2026,28,Gilead Sciences,GILD,Croissance,Pipeline produits / études cliniques / innovation,"Gilead will seine Position weiter ausbauen: Zu Beginn des Jahres kündigte das Unternehmen die vollständige Übernahme des Partners Arcellx für rund 7,8 Milliarden Dollar an. Im Mittelpunkt steht Anito-cel..."
Börse Online 39/2026,28,Gilead Sciences,GILD,Croissance,Croissance du CA / des bénéfices,"...erwirtschaften sie einen Jahresumsatz von rund 1,9 Milliarden Dollar... Hier winkt zusätzliches Wachstum."
Börse Online 39/2026,28,Gilead Sciences,GILD,Qualité,"Position dominante, marque, avantage concurrentiel",Der etablierte Anbieter Gilead Sciences ist der größte und defensivste Wert in diesem Vergleich. Der Pharmakonzern aus Kalifornien...
Börse Online 39/2026,28,Gilead Sciences,GILD,Catalyseur,"Fusion, rachat, scission, spéculation d'OPA","...die vollständige Übernahme des Partners Arcellx für rund 7,8 Milliarden Dollar an."
Börse Online 27/2026,59,GTT,GTT.PA,Croissance,Carnet de commandes / contrats,"Mega-Auftrag für drei riesige LNG-Speicher ... volles Auftragsbuch, das die Auslastung auf Jahre hinaus sichert."
Börse Online 27/2026,59,GTT,GTT.PA,Qualité,Revenus récurrents / défensifs,... der Auftrag soll bis zum vierten Quartal 2028 abgerechnet sein. Das wird die Ertragsentwicklung von 2027 und 2028 noch mal verbessern.
Börse Online 33/2026,110,Hensoldt,HAG.DE,Analyse technique,"Tendance / moyennes mobiles (GD50, GD200)","laufen die Gleitenden Durchschnitte der vergangenen 38, 55 und 200 Börsentage"
Börse Online 33/2026,110,Hensoldt,HAG.DE,Thème / macro,Défense / armement,Diese Baisse-Phase ist für den Rüstungswert nunmehr beendet
Börse Online 33/2026,110,Hensoldt-Capped-Call,,Produit,"Structure de dérivé (discount, bonus-cap, capped call, turbo)",Hensoldt-Capped-Call
Börse Online 33/2026,110,Hensoldt-Capped-Call,,Thème / macro,Défense / armement,Rüstungswert nunmehr beendet
Euro 10/2026,86,HERTHA BSC,,Rendement actionnaire,Dividende élevé ou en hausse,"Die Anleihe der Hertha BSC GmbH & Co. KGaA läuft noch bis November 2028. Der Bond ist attraktiv verzinst, birgt aber auch beträchtliche Risiken."
Euro 10/2026,86,HERTHA BSC,,Rendement actionnaire,Dividende élevé ou en hausse,"Zinskupon 6,5 %"
Börse Online 39/2026,31,Hornbach Holding,HBH.DE,Valorisation,"Multiple bas (PER/KGV, EV/EBIT, KCV, KUV)","Der Titel ist mit einem KGV von 8,3 für 2027 moderat bewertet."
Börse Online 39/2026,31,Hornbach Holding,HBH.DE,Qualité,"Bilan solide, trésorerie, cash-flow","Hornbach ist operativ solide, bilanziell stabil und verfügt mit dem eigenen Immobilienportfolio über ein Sicherheitsnetz."
Börse Online 39/2026,31,Hornbach Holding,HBH.DE,Rendement actionnaire,Dividende élevé ou en hausse,"Dazu kommt eine stabile Dividende von rund 2,40 Euro je Aktie. Die Dividendenrendite beträgt 2,9 %."
Börse Online 27/2026,52,Host Hotels and Resorts,HST,Qualité,Marges / rentabilité élevées,"Die operative Marge auf 19,4 Prozent verbessert."
Börse Online 27/2026,52,Host Hotels and Resorts,HST,Croissance,Prévisions relevées / résultats au-dessus des attentes,Der Nettoüberschuss hat sich fast verdoppelt und die Prognose wurde daraufhin angehoben. Die FFO-Prognose für das Gesamtjahr erhöht.
Börse Online 33/2026,26,Iberdrola,IBE.MC,Qualité,"Bilan solide, trésorerie, cash-flow",außergewöhnlich robuste Bilanz
Börse Online 33/2026,26,Iberdrola,IBE.MC,Rendement actionnaire,Dividende élevé ou en hausse,hohe und verlässliche Dividendenrendite
Euro 10/2026,90,Iberdrola,IBE.MC,Thème / macro,"Énergie, transition, infrastructures, réseaux","Infrastruktur, regenerative Energien"
Börse Online 33/2026,46,ICL Group,ICL,Thème / macro,"IA, semi-conducteurs, data centers",sorgt durch Daten und KI für mehr Effizienz bei der Aussaat
Börse Online 33/2026,46,ICL Group,ICL,Qualité,"Position dominante, marque, avantage concurrentiel",Deere zählt mit einem Weltmarktanteil von 15 bis 20 Prozent zu den weltweit größten Herstellern von Traktoren.
Capital 07/2026,93,Idexx Laboratories,IDXX,Croissance,Croissance du CA / des bénéfices,"Gewinnzuwachs pro Jahr 1: 9,0 %"
Capital 07/2026,93,Idexx Laboratories,IDXX,Qualité,"Bilan solide, trésorerie, cash-flow",Knapp 1 Mrd. Dollar frei verfügbare liquide Mittel
Capital 07/2026,93,Idexx Laboratories,IDXX,Catalyseur,Nouveau management / nouvelle stratégie,Der neue Vorstandschef soll Tierpraxis management.
Euro 10/2026,44,iMGP DBi Managed Futures Fund ETF,,Analyse technique,"Tendance / moyennes mobiles (GD50, GD200)",Trendfolger (Managed Futures)
Börse Online 39/2026,26,Intellia Therapeutics,NTLA,Valorisation,"Décote / sous-évaluation, valeur intrinsèque, somme des parties",Die Aktie ist nur in den USA handelbar.
Börse Online 39/2026,26,Intellia Therapeutics,NTLA,Croissance,Pipeline produits / études cliniques / innovation,Derweil hat Beam mit Beam-301 und Beam-304 zwei Stoffwechselprogramme in der Pipeline
Börse Online 39/2026,26,Intellia Therapeutics,NTLA,Catalyseur,"Fusion, rachat, scission, spéculation d'OPA",Die Produktpipeline macht Intellia Therapeutics auch zu einem interessanten Übernahme-kandidaten — beispielsweise für den Partner Regeneron.
Capital 07/2026,93,Intuitive Surgical,ISRG,Valorisation,Achat après forte baisse / surréaction,"Der Kurs rauschte in die Tiefe, das Kurs-Gewinn-Verhältnis liegt mittlerweile bei 12,4."
Börse Online 27/2026,21,Ipsen,IPN.PA,Valorisation,"Décote / sous-évaluation, valeur intrinsèque, somme des parties","Ipsen ist kein übersehener Titel mehr und Deep Value im engen Sinne ist die Aktie nach einem Anstieg von annähernd 60 Prozent auf Jahressicht nicht. Sie ist ein hochwertiger Specialty-Pharma-Wert mit einem KGV von 11,9 und einer Free-Cash-Flow-Yield von 8,5 Prozent, der gegenüber vergleichbaren Werten mit erheblichem Abschlag notiert"
Börse Online 27/2026,21,Ipsen,IPN.PA,Valorisation,"Multiple bas (PER/KGV, EV/EBIT, KCV, KUV)","Sie ist ein hochwertiger Specialty-Pharma-Wert mit einem KGV von 11,9 und einer Free-Cash-Flow-Yield von 8,5 Prozent"
Börse Online 27/2026,64,Iridium Communications,IRDM,Valorisation,"Décote / sous-évaluation, valeur intrinsèque, somme des parties","Alte Aktie wertlos, neue Aktie im Orbit"
Börse Online 27/2026,64,Iridium Communications,IRDM,Qualité,"Position dominante, marque, avantage concurrentiel",Sie ist faktisch der Nachfolger des Netzes — mit dem alten und wertlosen Papier...
Euro 10/2026,39,iShares Automation & Robotics,,Thème / macro,"IA, semi-conducteurs, data centers","Mit KI werden Roboter flexibler, aus stumpfen Automaten werden clevere Helfer"
Euro 10/2026,39,iShares Automation & Robotics,,Croissance,Croissance du CA / des bénéfices,Der Hersteller von Vierbeinern und humanoiden Robotern schreibt im Gegensatz zu vielen anderen Robotik-Start-ups Gewinne.
Euro 10/2026,44,iShares Edge MSCI World Minimum Volatility ETF,,Analyse technique,"Tendance / moyennes mobiles (GD50, GD200)",Schwankungsarme Aktien
Euro 10/2026,44,iShares Edge MSCI World Minimum Volatility ETF,,Valorisation,"Multiple bas (PER/KGV, EV/EBIT, KCV, KUV)",Günstig bewertete Aktien
Euro 10/2026,44,iShares Edge MSCI World Value Factor ETF,,Valorisation,"Multiple bas (PER/KGV, EV/EBIT, KCV, KUV)",Günstig bewertete Aktien
Euro 10/2026,90,Iwatani,8088.T,Thème / macro,"Énergie, transition, infrastructures, réseaux",Infrastruktur und Tankstellen
Börse Online 33/2026,60,Jenoptik,JEN.DE,Thème / macro,"IA, semi-conducteurs, data centers",Technologiewert mit neuer Chance ... Profiteur des Halbleiterbooms: Der Photonikspezialist liefert mit optischen und mikrooptischen Präzisionskomponenten entscheidende Bausteine für moderne Chipmaschinen. Damit ist der Konzern aus Jena tief in die Wertschöpfungskette der großen Halbleiterausrüster eingebunden.
Börse Online 33/2026,60,Jenoptik,JEN.DE,Valorisation,Achat après forte baisse / surréaction,"Beim Rücksetzer der Aktie um gut 28 Prozent wurde unser Stopp gerissen. ... Risikofreudige Anleger können den Rücksetzer noch vor den Quartalszahlen, die für den 12. August angekündigt sind, zum erneuten Einstieg nutzen."
Börse Online 33/2026,60,Jenoptik,JEN.DE,Croissance,Croissance du CA / des bénéfices,"Nach einem schwächeren Jahr 2025 gelang dem Unternehmen im ersten Quartal 2026 die operative Trendwende: Das Ebitda und die Marge legten zu, der Auftragseingang sprang um fast 75 Prozent an."
Börse Online 33/2026,60,Jenoptik,JEN.DE,Croissance,Carnet de commandes / contrats,... der Auftragseingang sprang um fast 75 Prozent an.
Euro 10/2026,35,Johnson & Johnson,JNJ,Rendement actionnaire,Dividende élevé ou en hausse,steigerte seine Dividende 64 Jahre in Folge und gehört damit zur exklusiven Riege der Dividendenkönige.
Euro 10/2026,35,Johnson & Johnson,JNJ,Qualité,"Position dominante, marque, avantage concurrentiel",Johnson & Johnson ist ein Muster an Verlässlichkeit
Euro 10/2026,35,Johnson & Johnson,JNJ,Croissance,Pipeline produits / études cliniques / innovation,"Die Onkologie wächst stark, im zweiten Quartal legte etwa das Krebsmittel Darzalex um 22 Prozent zu."
Euro 10/2026,44,JP Morgan Global Natural Resources,,Thème / macro,"Énergie, transition, infrastructures, réseaux","Öl- und Gaswerte, Goldminen"
Euro 10/2026,44,JP Morgan Global Natural Resources,,Valorisation,"Multiple bas (PER/KGV, EV/EBIT, KCV, KUV)",Günstig bewertete Aktien
Euro 10/2026,44,Jupiter Global Equity Absolute Return €-hdg,,Qualité,"Bilan solide, trésorerie, cash-flow",Long-short-Strategie bei Aktien
Euro 10/2026,44,Jupiter Global Equity Absolute Return €-hdg,,Rendement actionnaire,Dividende élevé ou en hausse,thesaurierend
Euro 10/2026,90,Kawasaki Heavy Industries,7012.T,Thème / macro,"Énergie, transition, infrastructures, réseaux","Das Depot investiert in die komplette Wertschöpfungskette von grünem Wasserstoff, dem wegen seiner Klimafreundlichkeit die Zukunft gehört."
Euro 10/2026,90,Kawasaki Heavy Industries,7012.T,Qualité,"Bilan solide, trésorerie, cash-flow",Infrastruktur und Tanker
Börse Online 27/2026,22,KSB,KSB3.DE,Valorisation,Achat après forte baisse / surréaction,Der aktuelle Rücksetzer ist eine Einstiegsgelegenheit
Börse Online 27/2026,22,KSB,KSB3.DE,Qualité,"Position dominante, marque, avantage concurrentiel","solche Hochsicherheitskomponenten unterliegen strengen Qualifizierungsstandards und werden weltweit nur von einer Handvoll Herstellern geliefert, was die strategische Stellung von KSB im Nukleargeschäft unterstreicht."
Börse Online 27/2026,22,KSB,KSB3.DE,Catalyseur,Retournement / restructuration / réduction des coûts,Mit dem Abschluss der Umstellung Ende Januar 2027 fällt diese Belastung weg
Börse Online 33/2026,45,KWS Saat,KWS.DE,Valorisation,"Multiple bas (PER/KGV, EV/EBIT, KCV, KUV)","Angesichts der guten Marktposition und einem KGV von 12,2 sowie einer Dividendenrendite von zwei Prozent erscheint die Aktie moderat bewertet."
Euro 10/2026,44,L & G EM Gov. Bond (USD) 0-5Y EUR Hedged ETF,,Thème / macro,"Taux, inflation, cycle, géopolitique, devises","Euro-Staatsanl., Schwellenländer, Kurzläufer"
Euro 10/2026,39,L & G Global Robotics and Autom.,,Thème / macro,"IA, semi-conducteurs, data centers","Mit KI werden Roboter flexibler, aus stumpfen Automaten werden clevere Helfer"
Euro 10/2026,39,L & G Global Robotics and Autom.,,Croissance,Croissance du CA / des bénéfices,Gewinne. Unitree liefert 2025 rund 5.500 Humanoide aus.
Börse Online 39/2026,29,Legend Biotech,LEGN,Qualité,Marges / rentabilité élevées,"Im vierten Quartal wurden 555 Millionen Dollar umgesetzt, 66 Prozent mehr als im Vorjahreszeitraum."
Börse Online 39/2026,29,Legend Biotech,LEGN,Croissance,Croissance du CA / des bénéfices,"Die weltweiten Umsätze mit Carvykti überschritten im vergangenen Geschäftsjahr 1,9 Milliarden Dollar."
Börse Online 33/2026,63,Linde,LIN,Qualité,"Position dominante, marque, avantage concurrentiel",Linde wurde zum Weltmarktführer für Industriegase.
Börse Online 33/2026,63,Linde,LIN,Croissance,Carnet de commandes / contrats,Das Geschäft ist durch langfristige Verträge und eigene Infrastruktur aber vergleichsweise gut abgesichert.
Euro 10/2026,90,Linde,LIN,Thème / macro,"Énergie, transition, infrastructures, réseaux","Das Depot investiert in die komplette Wertschöpfungskette von grünem Wasserstoff, dem wegen seiner Klimafreundlichkeit die Zukunft gehört."
Euro 10/2026,90,Linde,LIN,Qualité,"Position dominante, marque, avantage concurrentiel",Linde ... Infrastruktur
Börse Online 27/2026,25,Logwin,TGHN.DE,Qualité,"Bilan solide, trésorerie, cash-flow",Der Konzern ist konservativ geführt... Logwin hat freie Mittel in Höhe von 384 Millionen Euro.
Börse Online 27/2026,25,Logwin,TGHN.DE,Rendement actionnaire,Dividende élevé ou en hausse,"Die Mittel gehen zu einem großen Teil in die Dividende. Das Unternehmen schüttete zuletzt 12,80 Euro aus."
Börse Online 39/2026,32,M1 Kliniken,M12.DE,Qualité,Marges / rentabilité élevées,"Die Marge erreichte 32,7 Prozent"
Börse Online 39/2026,32,M1 Kliniken,M12.DE,Catalyseur,"Fusion, rachat, scission, spéculation d'OPA",möglichen Übernahmeziel / Übernahmefantasie zunehmen
Börse Online 27/2026,7,Marvell Technology Group,MRVL,Qualité,Marges / rentabilité élevées,Ein Geschäft mit enormen Wachstumsraten und hohen Margen.
Börse Online 27/2026,7,Marvell Technology Group,MRVL,Croissance,Croissance du CA / des bénéfices,Die Nachfrage ist deutlich höher als gedacht. Die Bewertung ist inzwischen sehr ambitioniert.
Börse Online 27/2026,7,Marvell Technology Group,MRVL,Thème / macro,"IA, semi-conducteurs, data centers","Der Treiber ist die explodierte Nachfrage nach kundenspezifischen KI-Chips, sogenannten ASICs."
Börse Online 39/2026,22,Merck & Co.,MRK,Valorisation,"Décote / sous-évaluation, valeur intrinsèque, somme des parties",Die Börsenbewertung zu 58 Prozent aus reiner Kasse.
Börse Online 39/2026,22,Merck & Co.,MRK,Qualité,"Bilan solide, trésorerie, cash-flow",Der finanzielle Bilanzpuffer des Unternehmens ist im Peergroup-Ver gleich außergewöhnlich. Die liquiden Mittel belaufen sich auf über 15 Milliarden Dollar.
Börse Online 39/2026,22,Merck & Co.,MRK,Croissance,Pipeline produits / études cliniques / innovation,Neue Wachstumstreiber wie Winrevair ... und Capvaxive ... Ein potenzieller Outperformer ist Lipfendra. Dieser erste oral einzunehmende PCSK9-Inhibitor wurde im Juli 2026 zugelassen.
Börse Online 39/2026,22,Merck & Co.,MRK,Rendement actionnaire,Dividende élevé ou en hausse,Hinzu kommt eine attraktive Dividendenrendite.
Euro 07/2026,99,Mitsubishi UFJ Financial Group,8306.T,Valorisation,"Multiple bas (PER/KGV, EV/EBIT, KCV, KUV)","PER 2027 13,2"
Euro 07/2026,99,Mitsubishi UFJ Financial Group,8306.T,Rendement actionnaire,Dividende élevé ou en hausse,"dividende 3,0 %"
Euro 07/2026,99,Mitsui Fudosan,8801.T,Valorisation,"Décote / sous-évaluation, valeur intrinsèque, somme des parties",nahe oder unter Buchwert
